,Ib,Ig,Id,To,HR,WS,P,WD
2018-03-10 12:50:00,890.0,976.0,122.6,31.52,20.17,1.536,874.1346,266.4
2018-03-10 13:00:00,886.0,979.0,126.3,30.67,22.49,1.747,873.7006,154.0042
2018-03-10 13:10:00,867.0,967.0,133.5,31.0,19.32,1.144,873.7779,183.03
2018-03-10 13:20:00,858.0,964.0,140.2,31.98,19.22,1.923,873.5895,130.514
2018-03-10 13:30:00,860.0,970.0,145.9,31.14,18.87,2.211,873.3112,150.56300000000002
2018-03-10 13:40:00,852.0,973.0,164.8,31.87,17.72,1.436,872.7574,176.278
2018-03-10 13:50:00,782.0,976.0,223.4,32.44,16.22,1.916,872.6649,185.57
2018-03-10 14:00:00,624.7,891.0,251.3,32.63,15.43,2.153,872.0018,198.252
2018-03-10 14:10:00,256.2,492.6,204.7,31.87,18.06,1.221,871.9817,141.62
2018-03-10 14:20:00,767.0,922.0,219.8,33.34,15.36,1.181,872.1028,185.27
2018-03-10 14:30:00,776.0,924.0,223.1,33.67,15.84,1.998,871.4039,181.29000000000002
2018-03-10 14:40:00,513.2,736.6,239.1,33.36,16.18,1.651,871.2784,170.67000000000002
2018-03-10 14:50:00,507.5,673.4,206.9,32.78,14.79,1.094,871.4696,127.60999999999999
2018-03-10 15:00:00,715.2,828.0,209.1,34.12,14.17,2.249,871.2518,112.01700000000001
2018-03-10 15:10:00,711.0,794.6,196.9,34.19,14.24,1.884,871.2477,178.06
2018-03-10 15:20:00,641.0,734.0,203.6,34.08,13.52,1.924,871.0616,130.775
2018-03-10 15:30:00,596.4,718.6,226.5,34.32,12.88,2.135,870.7129,119.91900000000001
2018-03-10 15:40:00,16.79,198.5,154.0,33.54,14.14,1.374,870.3257,125.0
2018-03-10 15:50:00,0.0,139.5,117.8,32.8,14.28,1.206,870.6395,181.32999999999998
2018-03-10 16:00:00,62.58,213.0,144.3,32.32,14.38,1.484,870.3996,186.52
2018-03-10 16:10:00,74.39,292.0,199.3,32.86,14.17,1.234,870.2851,138.82
2018-03-10 16:20:00,17.3,226.3,186.6,32.93,13.93,1.438,870.1362,130.52
2018-03-10 16:30:00,1.543,188.9,158.7,32.54,14.0,1.677,870.2659,125.72
2018-03-10 16:40:00,1.478,189.4,161.0,32.46,14.27,1.383,870.1818,113.19000000000001
2018-03-10 16:50:00,12.14,206.9,170.7,32.45,14.34,1.34,870.3951,118.95
2018-03-10 17:00:00,0.16,179.1,153.6,32.34,14.24,1.697,870.616,115.74000000000001
2018-03-10 17:10:00,0.38,146.1,115.4,32.26,14.92,1.151,870.3951,101.325
2018-03-10 17:20:00,114.3,155.8,89.7,32.51,14.27,1.045,870.1953,73.0
2018-03-10 17:30:00,1.369,85.8,66.57,32.16,15.47,1.049,870.3045,68.815
2018-03-10 17:40:00,5.102,57.35,44.92,31.67,14.96,0.61,870.522,40.876
2018-03-10 17:50:00,189.5,108.9,49.93,32.16,14.41,0.376,870.0684,77.3851
2018-03-10 18:00:00,216.2,117.5,56.95,32.21,21.43,1.938,870.285,181.3094
2018-03-10 18:10:00,150.1,85.2,46.32,30.78,22.42,2.195,870.1743,148.4774
2018-03-10 18:20:00,47.37,43.15,29.21,30.13,23.17,2.59,870.208,283.8247
2018-03-10 18:30:00,0.0,24.0,19.93,29.36,23.0,4.101,870.5782,112.4609
2018-03-10 18:40:00,0.063,21.83,17.65,29.13,22.62,3.389,870.0363,7.3608
2018-03-10 18:50:00,0.0,8.5,6.483,29.03,23.06,2.478,869.9598,75.2704
2018-03-10 19:00:00,0.0,0.481,0.151,28.6,24.39,2.406,870.3759,75.32489999999999
2018-03-10 19:10:00,0.0,0.0,0.0,28.12,25.35,2.503,870.6,146.1217
2018-03-10 19:20:00,0.0,0.0,0.0,27.89,25.58,2.351,870.1429,281.54449999999997
2018-03-10 19:30:00,0.0,0.0,0.0,27.73,25.76,2.843,870.295,281.2728
2018-03-10 19:40:00,0.0,0.0,0.0,27.48,26.03,2.421,870.8525,350.78000000000003
2018-03-10 19:50:00,0.0,0.0,0.0,27.28,26.17,2.373,870.9487,335.71
2018-03-10 20:00:00,0.0,0.0,0.0,27.06,26.24,2.588,870.7793,273.033
2018-03-10 20:10:00,0.02,0.0,0.0,26.92,25.9,2.697,870.8491,309.87
2018-03-10 20:20:00,0.024,0.0,0.0,26.88,24.53,2.417,871.065,315.8079
2018-03-10 20:30:00,0.239,0.0,0.0,27.3,23.92,3.213,871.1437,342.39
2018-03-10 20:40:00,0.0,0.0,0.0,26.83,24.57,2.281,871.2419,37.069900000000004
2018-03-10 20:50:00,0.0,0.0,0.0,26.53,25.04,1.459,871.4011,88.779
2018-03-10 21:00:00,0.0,0.0,0.0,26.37,25.76,0.314,871.5989,93.131
2018-03-10 21:10:00,0.0,0.0,0.0,26.26,26.1,1.129,871.6234,205.3022
2018-03-10 21:20:00,0.0,0.0,0.0,26.16,26.61,0.392,871.8084,113.732
2018-03-10 21:30:00,0.0,0.0,0.0,25.88,28.22,0.222,872.2605,162.549
2018-03-10 21:40:00,0.063,0.0,0.0,25.43,28.62,0.563,872.3204,25.5982
2018-03-10 21:50:00,0.104,0.0,0.0,25.52,29.31,1.231,872.3943,28.435000000000002
2018-03-10 22:00:00,0.027,0.0,0.0,25.44,28.83,0.488,872.5009,183.1577
2018-03-10 22:10:00,0.23,0.0,0.0,25.43,29.72,1.975,872.4107,277.6385
2018-03-10 22:20:00,0.018,0.0,0.0,25.03,30.06,2.446,872.5503,179.327
2018-03-10 22:30:00,0.0,0.0,0.0,24.74,30.57,2.254,872.6974,53.628
2018-03-10 22:40:00,0.045,0.0,0.0,24.69,29.95,1.634,872.5987,14.762899999999998
2018-03-10 22:50:00,0.068,0.0,0.0,24.86,29.92,1.775,872.6892,50.757
2018-03-10 23:00:00,0.022,0.0,0.0,24.74,30.26,1.574,872.7953,310.93359999999996
2018-03-10 23:10:00,0.0,0.0,0.0,24.47,30.53,1.816,872.7791,267.6432
2018-03-10 23:20:00,0.0,0.0,0.0,24.34,31.01,1.028,872.9263,307.7469
2018-03-10 23:30:00,0.0,0.0,0.0,24.04,30.6,0.617,872.9913,333.32
2018-03-10 23:40:00,0.0,0.0,0.0,23.69,31.35,1.194,872.9261,326.64
2018-03-10 23:50:00,0.0,0.0,0.0,23.32,31.35,1.31,872.9506,330.14
